Split ID,train %,RMSE_test,MRE_test,RMSE_elements,MRE_elements
0.0,10.0,0.44778204161099916,222.62627974482027,1.0059512700003896,609.8760119677667
0.0,15.0,0.5652151210710902,240.7789968404141,1.2589060658413131,1412.4468854391887
0.0,20.0,0.4047722938172293,271.25079064577733,1.0442186691585378,450.2594212665996
0.0,25.0,0.45925108819015875,171.61513825226913,1.0014521157334106,211.21920284481277
0.0,30.0,0.4371686806862565,197.15609536989206,0.9548296278073845,171.00511203653508
0.0,35.0,0.356156125263914,151.47156308932853,0.837301306382774,210.03006069214726
0.0,40.0,0.38453313897341046,173.0256309718331,0.837952464444488,210.03742806011755
0.0,45.0,0.4176924185360345,181.12865891559693,0.8186723283382187,359.00092184066415
0.0,50.0,0.39258850873592244,154.7878369267369,1.0215800738126948,134.97173940877656
0.0,55.0,0.3361900080745059,185.78873037564225,1.0474072293618706,140.3313000276086
0.0,60.0,0.3373639684599073,185.35324333781637,0.9073146973894848,132.71554258971847
0.0,65.0,0.3134218596322709,158.47269511658843,0.940324161547098,175.16147303838727
0.0,70.0,0.29899823971530753,127.7647947037548,1.0103013028268408,135.61663918094132
0.0,75.0,0.2567268256225148,163.939410704523,0.9108832762920385,142.78337252612172
0.0,80.0,0.33456895551649957,123.70668833506409,1.0625101959128267,129.85938170089403
0.0,85.0,0.1997023360820435,162.12418135801303,0.8358469714168251,105.26280429855157
0.0,90.0,0.35149465413653974,164.977413398742,0.9638041762598488,107.7868074732481
0.0,95.0,0.21265201879939352,132.68765661379516,0.8691098198442442,120.37416224848108
0.0,100.0,0.24033813879488716,117.496421742633,0.8897364733640524,124.30873168459526
1.0,10.0,0.5728872836418033,162.5493752776876,1.1746542223051317,1076.866334513756
1.0,15.0,0.5533234526525157,142.4788759689967,1.3375661026808003,1409.7670280945906
1.0,20.0,0.32621736423718956,72.16738439092256,1.1855724648661707,151.69510573056206
1.0,25.0,0.3279442023897117,67.8411045947938,0.9338608428095556,195.92983029600418
1.0,30.0,0.32951416566873615,86.04493300659634,0.885893225730998,267.85268270000694
1.0,35.0,0.26676530964935935,68.56603597747517,1.078770142633569,215.44073585632856
1.0,40.0,0.3439006594464503,86.48915191085945,0.9039857744895836,493.9562338391925
1.0,45.0,0.2721934760560695,66.28448391147276,0.9031850902285601,138.49676407349853
1.0,50.0,0.29131852558361643,82.0257488027114,1.002002235953389,151.27492933024845
1.0,55.0,0.19657347342179976,65.83077053657638,0.8909062139381935,172.95555971959635
1.0,60.0,0.31610360303237856,69.52024174363093,0.9230067699272845,210.15869042353717
1.0,65.0,0.22145522168263154,63.393909776511045,0.9418678551247538,190.40810298775085
1.0,70.0,0.1626901564036627,52.82917555008535,0.9604654393867019,118.31723513174947
1.0,75.0,0.27653001019896967,55.20512072076024,0.8913806595931131,124.88642424789609
1.0,80.0,0.19187841654875692,53.18714102055715,0.9411663661849347,134.76864874677338
1.0,85.0,0.16258923442916937,55.69975729203343,0.8415559442175733,147.0899019656763
1.0,90.0,0.17313662530156085,48.91947502839728,0.9026438827629749,134.17720727607804
1.0,95.0,0.16959885883575815,51.58565864797997,0.8829277341569627,140.34073938639773
1.0,100.0,0.1531909909369954,49.073829643123574,0.8628357731015778,123.45743110964875
2.0,10.0,1.0248115876751285,128.64927802182476,0.8080967780060111,392.17650891367805
2.0,15.0,0.6345539120790327,100.0603318409686,0.7691811286789925,361.4419662165306
2.0,20.0,0.6070038324727166,109.01495399764535,1.0285600803857997,637.2000830713672
2.0,25.0,0.523121123145443,99.22010930212201,1.0851071178444855,675.6359448102653
2.0,30.0,0.3671874163104787,83.82937609161223,1.0231835785138936,331.74860033161224
2.0,35.0,0.3945073033204799,73.8626322634776,0.996308535969613,185.43866936026427
2.0,40.0,0.46954085969897047,72.00933921165235,0.9441092212981526,153.47094447059771
2.0,45.0,0.5402848891366421,65.18351131361315,1.1203266229063142,104.95769012680957
2.0,50.0,0.33451735929139,56.77354270164113,0.8635021014618155,156.2309498212028
2.0,55.0,0.324807476580143,49.51535928576495,0.9977344980186664,116.21743439428823
2.0,60.0,0.2747035388775918,50.727836704498436,0.8407318770747998,130.99661676434982
2.0,65.0,0.3657307598528,63.502640009391776,0.83215992478572,117.07269900245154
2.0,70.0,0.27367501567918656,52.20477586006768,0.8878609032029063,127.87080352191391
2.0,75.0,0.3766966173865908,55.224201486471166,1.0941072152943638,178.0758283168531
2.0,80.0,0.31037876146672627,56.05311291969714,0.9678036221774052,151.28330927464685
2.0,85.0,0.369385669462224,52.020534910414305,0.9496915576522649,150.20084417526698
2.0,90.0,0.2549040217221499,42.38935570773764,0.8269678363105512,118.39774754195486
2.0,95.0,0.3147909983156649,43.929427096467855,0.9063299103755516,119.95805979408347
2.0,100.0,0.28274025223320576,43.710363023030126,0.8279194053320242,114.34024402652949
3.0,10.0,2.062599118281517,100.42217768498388,0.7239993250275292,240.53420786102294
3.0,15.0,0.8030740396897228,100.9668892911009,1.161360541966438,173.60460933574262
3.0,20.0,0.8740434746896272,66.49756347876917,1.0756400152368313,145.55612570832795
3.0,25.0,0.6475635212482015,80.2796769233316,1.141064743901402,151.03168556027768
3.0,30.0,0.6679493113397135,64.57551846703143,1.1373773721624738,181.71579594744927
3.0,35.0,0.5617271663141612,67.65556236394451,1.1140127239147137,131.05998267398678
3.0,40.0,0.6957204896475291,80.56772272076786,0.9284178710432375,366.1070311686726
3.0,45.0,0.4185002407058787,88.03272463475743,1.0264450979881499,646.3462818362464
3.0,50.0,0.4407896693756837,65.4526746921227,1.1099960211770559,152.89957259015623
3.0,55.0,0.4867335373821659,82.6850725840814,0.8348727301365766,126.58707198561541
3.0,60.0,0.37563197517218905,56.92332589883122,1.1091333242863983,250.8935791917733
3.0,65.0,0.28681474588612993,60.95046714755344,0.8454378012916138,164.80992458016695
3.0,70.0,0.3702514465457104,70.24551136435834,0.8969222896421762,126.20079703191378
3.0,75.0,0.4849127628234929,71.10888974672112,0.8780595999578458,144.72438867309117
3.0,80.0,0.3505443359118764,63.595733468948396,0.808128782464371,139.7810990308135
3.0,85.0,0.24938988332650383,67.3805102877293,0.8027191846129775,147.6162598942325
3.0,90.0,0.25516445461824405,55.93856370558364,0.9821787120347218,153.95818476869923
3.0,95.0,0.2181453996954594,57.05270457129488,0.9581398460118791,137.0357479734908
3.0,100.0,0.23350935195763953,55.13760179925979,0.810325850562489,158.94248407944986
4.0,10.0,1.1543147966124698,143.75818489431168,1.1919991962595893,262.663466682226
4.0,15.0,0.9903870045993733,114.77805233601465,0.8176590988677663,365.1073597109416
4.0,20.0,1.1710939647459546,116.79357144291755,1.0900363189169648,429.46686238020015
4.0,25.0,1.0687902434774967,115.31433653525144,1.0639096645445831,607.3445033933759
4.0,30.0,1.1264348917308284,79.81307192545202,0.9914077894393585,112.11832945293966
4.0,35.0,1.1899549763634634,95.70106550460235,1.0338688605381174,156.3381229392905
4.0,40.0,1.0935172309642271,82.11350332601316,1.0995551317678198,203.40805618367878
4.0,45.0,1.272168357857607,77.91649438561356,1.1238496005278653,120.72106346667815
4.0,50.0,1.1571164518858696,85.85182722221307,1.0172740264969673,118.7182173395133
4.0,55.0,1.0184506327733593,67.95322985602691,1.1687208874118415,130.25902574908093
4.0,60.0,1.0430992874133802,75.70003311089172,1.1420166086673482,239.67514831106666
4.0,65.0,1.1714459235222099,72.85657977015184,0.9473742893534995,122.0614014536683
4.0,70.0,1.0641282113476915,62.36984556126743,1.0624517627676324,129.0455926569732
4.0,75.0,1.2237407257864104,69.46506028701982,1.0602780674295489,136.53232310519746
4.0,80.0,1.1976702608157972,63.85495909604756,0.92928708462189,122.98316059413776
4.0,85.0,1.1495238298802652,58.50047775539323,1.0150536829462962,113.0223376955972
4.0,90.0,1.198267921006444,62.512500307061124,1.0065921830637556,140.04634543089725
4.0,95.0,1.1696157633589663,64.00393871533784,0.9630157964471642,130.62778855050183
4.0,100.0,1.1825249055246607,68.7256144073795,1.0041138213615155,130.24359969624055
5.0,10.0,0.7400114757040195,121.07090844084347,0.8241483076296896,389.9391143021836
5.0,15.0,0.48480884700641186,102.54000665600441,1.1839411816388872,780.2448757944336
5.0,20.0,0.7125051527208465,65.81051203643727,1.069828511585479,139.99738732337943
5.0,25.0,0.45088470486741783,100.13179477532387,0.7821084296631508,164.28382458097042
5.0,30.0,0.494017467462792,83.1093490624418,0.9117783996922337,202.54124088329354
5.0,35.0,0.517462507758512,101.2635174629036,1.1830302884892068,1073.2524289709586
5.0,40.0,0.28315299873213273,92.37192987653987,0.9367844907827412,185.4660403891754
5.0,45.0,0.36505106688685746,77.33329255177473,1.0981247333107296,136.35031703633376
5.0,50.0,0.3306653266666193,60.27864793998307,0.8370527823663358,137.74588400471865
5.0,55.0,0.2855724518528443,61.674252832483056,1.002059287415545,125.61567932048163
5.0,60.0,0.29860898912010697,73.66589946283453,1.051731127689571,126.31551938899595
5.0,65.0,0.314685086715773,61.720211820126806,0.9347990173835772,155.73855522526233
5.0,70.0,0.2827230703298161,70.18646060877069,0.9781450365222378,111.65687298417592
5.0,75.0,0.26569550778499273,63.77730541577723,1.077559783542083,131.65357767085462
5.0,80.0,0.2980726072654714,63.24489797546999,1.0420118523745237,170.46861100268742
5.0,85.0,0.22729324961826303,56.32887423556653,0.9334185598310165,114.57477332348896
5.0,90.0,0.2051406317691125,65.62976278806755,0.9512898623192081,150.71216503976567
5.0,95.0,0.281129860400314,59.37168951367863,0.9983156309109888,130.81660626771432
5.0,100.0,0.20176299236844827,58.96332609812254,0.8348687814556738,135.63048269888247
6.0,10.0,0.5985380325259425,132.16460867649675,1.0458904726434628,676.7052853997756
6.0,15.0,0.636083904844723,112.97601715221543,1.3144363945845188,1292.9650569240005
6.0,20.0,0.4132124637076053,86.81839574947914,0.9988961004968173,204.84407043147675
6.0,25.0,0.4660320529615044,96.32373285115922,0.9754018807436547,606.0003511103226
6.0,30.0,0.4398407216999939,84.3491793443592,0.9870610808036615,223.9793640558068
6.0,35.0,0.5010923855657966,88.84508012423797,1.0187256023344387,155.85189252458312
6.0,40.0,0.47550973540113034,90.38761048222742,0.9467184248573195,128.6209477383593
6.0,45.0,0.533808833681005,87.38943146457243,1.0994962494092457,149.9730054726203
6.0,50.0,0.4554349101184398,78.349236161783,1.0716250123461164,151.86710077229
6.0,55.0,0.3342534700847566,78.98160943529133,0.951797389920965,123.59012107044501
6.0,60.0,0.4552621146246118,82.29395538387286,1.095111801428519,138.15994191155747
6.0,65.0,0.3291044628129936,82.81645054477976,0.8362344436914728,140.61910654808813
6.0,70.0,0.3387781022389149,74.20264674574642,0.8466045428825414,236.21826236930715
6.0,75.0,0.42593092396319027,70.62202150211314,0.7556542453752272,145.4904852238685
6.0,80.0,0.3681834538031002,72.49246028502243,0.8502770983160244,122.56701178986496
6.0,85.0,0.31395062376855953,72.16503832064484,0.8392699304856638,112.34744769268418
6.0,90.0,0.2832411605192393,72.7610829283723,0.9140211193428944,114.13337564963888
6.0,95.0,0.2930736580455146,67.75102615927479,0.9198494358807704,125.66325921265823
6.0,100.0,0.303787553240729,63.11835655662241,0.9352575180787176,129.22364226280584
7.0,10.0,0.48988227543723023,191.99709821777878,1.035301270814284,1057.307484432141
7.0,15.0,0.3663720289012969,94.76903543152129,0.9624962054520134,323.6402611474333
7.0,20.0,0.4995452148249078,138.3113864006538,0.800128959844054,381.11579196174733
7.0,25.0,0.30425463036854444,82.87466794339979,1.1785271628395237,316.3440021190378
7.0,30.0,0.40726633684796926,74.24887142041851,1.0415413476915065,217.2214916317768
7.0,35.0,0.4305232213150417,85.57806068067936,0.9559765123083841,218.00397731586835
7.0,40.0,0.3660495478639778,68.64371513121802,0.9512000282508469,129.6246570746739
7.0,45.0,0.2258352738380998,96.23608276079774,1.0646856538621607,252.8238642400992
7.0,50.0,0.1577987414000684,72.30830722515822,0.8357070314622667,144.47005026270114
