Element,Wavelength,Z number,1s,2s,2p,3s,3p,3d,4s,4p,4d,4f,5s,5p,5d,6s,6p,Multiplicity,Term,Parity,J,E lower,1s,2s,2p,3s,3p,3d,4s,4p,4d,4f,5s,5p,5d,6s,6p,6d,7s,7p,7d,8s,8p,8d,9s,10s,Multiplicity,Term,Parity,J,E upper,T,w (A),d (A),
F,730.903,9,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,D,1,2.5,123920.265,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,F,0,3.5,137598.198,10000,0.925925926,,
F,731.43,9,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,D,1,1.5,123921.152,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,F,0,2.5,137589.229,10000,0.962962963,,
He,2058.13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,24400,15.32467532,,
He,2058.13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,25500,12.96703297,,
He,2058.13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,25500,11.51515152,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,19000,8.8,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,19100,8.042553191,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,19200,7.434944238,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,21400,7.941176471,-2.647058824,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,22100,7.326388889,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,22700,8.444444444,-2.666666667,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,23600,7.966101695,-2.542372881,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,30150,7.3374613,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,35550,5.628997868,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,36450,6.811145511,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,39600,7.406483791,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,40950,6.325878594,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,41100,7.583148559,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,41350,7.158273381,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,41850,7.339805825,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,42050,7.643442623,,
He,501.568,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,166277.4401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,186209.3649,40000,,-0.888888889,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,31000,2.296296296,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,32000,2.421052632,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,35000,2.329411765,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,35500,2.485714286,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,36000,2.475409836,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,39000,,0.363636364,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,40000,,0.392857143,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,185564.5839,42000,2.551020408,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,31000,2.296296296,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,32000,2.421052632,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,35000,2.329411765,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,35500,2.485714286,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,36000,2.475409836,,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,39000,,0.363636364,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,40000,,0.392857143,
He,388.865,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,185564.5619,42000,2.551020408,,
He,318.7733175,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,191217.1603,21400,7.647058824,2.941176471,
He,318.7733175,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,191217.1603,22700,7.111111111,2.888888889,
He,318.7733175,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,191217.1603,23600,7.288135593,2.881355932,
He,318.774439,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,191217.05,21400,7.647058824,2.941176471,
He,318.774439,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,191217.05,22700,7.111111111,2.888888889,
He,318.774439,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,191217.05,23600,7.288135593,2.881355932,
He,318.7745305,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,191217.041,21400,7.647058824,2.941176471,
He,318.7745305,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,191217.041,22700,7.111111111,2.888888889,
He,318.7745305,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,159855.9743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,191217.041,23600,7.288135593,2.881355932,
He,728.135,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,184864.8293,16000,7.1,4.7,
He,728.135,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,184864.8293,25000,9.090909091,4,
He,728.135,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,184864.8293,40000,,2.666666667,
He,706.517714,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,21400,5,3.235294118,
He,706.517714,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,22700,4.888888889,3.111111111,
He,706.517714,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,23600,4.915254237,3.220338983,
He,706.52153,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,21400,5,3.235294118,
He,706.52153,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,22700,4.888888889,3.111111111,
He,706.52153,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,23600,4.915254237,3.220338983,
He,706.570861,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,21400,5,3.235294118,
He,706.570861,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,22700,4.888888889,3.111111111,
He,706.570861,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,183236.7917,23600,4.915254237,3.220338983,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,19000,8.75,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,19100,8.595744681,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,19200,8.401486989,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,19300,8.8,3.6,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,21400,9.411764706,3.823529412,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,22100,7.881944444,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,22700,9.555555556,3.555555556,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,23600,9.661016949,3.898305085,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,26700,8.732394366,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,27600,8.395061728,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,28700,8.306010929,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,30100,8.24742268,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,30150,7.151702786,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,32500,7.924528302,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,34800,7.154471545,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,35300,7.098765432,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,35550,5.586353945,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,36450,6.563467492,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,39600,7.057356608,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,40950,6.501597444,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,41350,7.050359712,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,41850,7.339805825,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,42050,7.274590164,,
He,667.815,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,1,171134.8969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,1,2,186104.9667,40000,,2.222222222,
He,587.55987,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,31000,3.703703704,,
He,587.55987,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,35000,3.741176471,-0.2,
He,587.55987,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,36000,4.016393443,,
He,587.55987,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,42000,4.030612245,-0.285714286,
He,587.55987,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,44600,4.183673469,-0.191836735,
He,587.561396,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,31000,3.703703704,,
He,587.561396,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,35000,3.741176471,-0.2,
He,587.561396,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,36000,4.016393443,,
He,587.561396,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,42000,4.030612245,-0.285714286,
He,587.561396,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,44600,4.183673469,-0.191836735,
He,587.561483,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,3,186101.5462,31000,3.703703704,,
He,587.561483,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,3,186101.5462,35000,3.741176471,-0.2,
He,587.561483,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,3,186101.5462,36000,4.016393443,,
He,587.561483,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,3,186101.5462,42000,4.030612245,-0.285714286,
He,587.561483,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,3,186101.5462,44600,4.183673469,-0.191836735,
He,587.562509,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,31000,3.703703704,,
He,587.562509,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,35000,3.741176471,-0.2,
He,587.562509,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,36000,4.016393443,,
He,587.562509,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,42000,4.030612245,-0.285714286,
He,587.562509,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,44600,4.183673469,-0.191836735,
He,587.564035,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,31000,3.703703704,,
He,587.564035,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,35000,3.741176471,-0.2,
He,587.564035,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,36000,4.016393443,,
He,587.564035,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,42000,4.030612245,-0.285714286,
He,587.564035,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,2,186101.5487,44600,4.183673469,-0.191836735,
