510.57007	0.02554
510.57983	0.02414
510.5896	0.02121
510.59936	0.01797
510.60913	0.01529
510.61889	0.01345
510.62866	0.01239
510.63842	0.012
510.64818	0.01222
510.65795	0.01302
510.66771	0.01449
510.67748	0.0168
510.68724	0.02026
510.697	0.02539
510.70677	0.03296
510.71653	0.04378
510.7263	0.05802
510.73606	0.07404
510.74583	0.08802
510.75559	0.09501
510.76535	0.09167
510.77512	0.07914
510.78488	0.06241
510.79465	0.04687
510.80441	0.03508
510.81417	0.02688
510.82394	0.02133
510.8337	0.01756
510.84347	0.01502
510.85323	0.01333
510.863	0.01228
510.87276	0.01175
510.88252	0.01169
510.89229	0.01207
510.90205	0.01297
510.91182	0.01457
510.92158	0.01714
510.93134	0.021
510.94111	0.02623
510.95087	0.03209
510.96064	0.03682
510.9704	0.03909
510.98017	0.03951
510.98993	0.04051
510.99969	0.04467
511.00946	0.05321
511.01922	0.0649
511.02899	0.07521
511.03875	0.07827
511.04851	0.07171
511.05828	0.0587
511.06804	0.04482
511.07781	0.03347
511.08757	0.02515
511.09734	0.01921
511.1071	0.015
511.11686	0.012
511.12663	0.00983
511.13639	0.00819
511.14616	0.00691
511.15592	0.00587
511.16568	0.00502
511.17545	0.00433
511.18521	0.00378
511.19498	0.00334
511.20474	0.00298
511.21451	0.0027
511.22427	0.00248
511.23403	0.00232
511.2438	0.00222
511.25356	0.00217
511.26333	0.0022
511.27309	0.00233
511.28285	0.00262
511.29262	0.00308
511.30238	0.00367
511.31215	0.00422
511.32191	0.00449
511.33168	0.00432
511.34144	0.00376
511.3512	0.00301
511.36097	0.00229
511.37073	0.00169
511.3805	0.00124
511.39026	9.22E-04
511.40002	7.00E-04
511.40979	5.55E-04
511.41955	4.70E-04
511.42932	4.28E-04
511.43908	4.13E-04
511.44885	4.05E-04
511.45861	3.94E-04
511.46837	3.90E-04
511.47814	4.17E-04
511.4879	4.90E-04
511.49767	6.27E-04
511.50743	8.49E-04
511.51719	0.00116
511.52696	0.00151
511.53672	0.00177
511.54649	0.0019
511.55625	0.00192
511.56602	0.00189
511.57578	0.00182
511.58554	0.00164
511.59531	0.00138
511.60507	0.00107
511.61484	7.80E-04
511.6246	5.32E-04
511.63436	3.40E-04
511.64413	2.07E-04
511.65389	1.19E-04
511.66366	6.12E-05
511.67342	2.30E-05
511.68319	0
511.69295	0
511.70271	2.30E-05
511.71248	6.50E-05
511.72224	1.34E-04
511.73201	2.18E-04
511.74177	3.17E-04
511.75153	4.32E-04
511.7613	5.78E-04
511.77106	7.65E-04
511.78083	9.56E-04
511.79059	0.00108
511.80036	0.00107
511.81012	9.68E-04
511.81988	8.34E-04
511.82965	7.34E-04
511.83941	6.85E-04
511.84918	6.85E-04
511.85894	7.19E-04
511.8687	7.80E-04
511.87847	8.64E-04
511.88823	9.64E-04
511.898	0.00109
511.90776	0.00125
511.91753	0.00143
511.92729	0.0016
511.93705	0.00173
511.94682	0.00184
511.95658	0.00197
511.96635	0.00214
511.97611	0.00238
511.98587	0.00264
511.99564	0.00294
512.0054	0.00329
512.01517	0.00373
512.02493	0.00428
512.0347	0.00485
512.04446	0.00533
512.05422	0.0057
512.06399	0.00608
512.07375	0.00663
512.08352	0.00749
512.09328	0.00873
512.10304	0.01052
512.11281	0.01314
512.12257	0.01703
512.13234	0.02259
512.1421	0.02969
512.15187	0.03667
512.16163	0.04046
512.17139	0.0391
512.18116	0.0335
512.19092	0.0266
512.20069	0.02076
512.21045	0.01657
512.22021	0.01378
512.22998	0.01198
512.23974	0.01092
512.24951	0.0104
512.25927	0.01031
512.26904	0.01057
512.2788	0.01114
512.28856	0.01203
512.29833	0.01332
512.30809	0.01516
512.31786	0.01776
512.32762	0.02136
512.33739	0.0263
512.34715	0.03277
512.35691	0.04
512.36668	0.04565
512.37644	0.04726
512.38621	0.04466
512.39597	0.04016
512.40573	0.0365
512.4155	0.03502
512.42526	0.03591
512.43503	0.03927
512.44479	0.04547
512.45456	0.05533
512.46432	0.07032
512.47408	0.09253
512.48385	0.12345
512.49361	0.15991
512.50338	0.18988
512.51314	0.19834
512.5229	0.18062
512.53267	0.14679
512.54243	0.11233
512.5522	0.08591
512.56196	0.06839
512.57173	0.05766
512.58149	0.05148
512.59125	0.04831
512.60102	0.04697
512.61078	0.04596
512.62055	0.04357
512.63031	0.03913
512.64007	0.03362
512.64984	0.02859
512.6596	0.02487
512.66937	0.02251
512.67913	0.02135
512.6889	0.02134
512.69866	0.02261
512.70842	0.02523
512.71819	0.02876
512.72795	0.03168
512.73772	0.0321
512.74748	0.02942
512.75724	0.02484
512.76701	0.02021
512.77677	0.01656
512.78654	0.01394
512.7963	0.01212
512.80607	0.01086
512.81583	0.00996
512.82559	0.00934
512.83536	0.00891
512.84512	0.00864
512.85489	0.00849
512.86465	0.00843
512.87441	0.00845
512.88418	0.00855
512.89394	0.00875
512.90371	0.0091
512.91347	0.00963
512.92324	0.01039
512.933	0.01139
512.94276	0.01254
512.95253	0.01353
512.96229	0.01394
512.97206	0.01359
512.98182	0.01272
512.99158	0.01181
513.00135	0.01116
513.01111	0.01082
513.02088	0.01071
513.03064	0.01076
513.04041	0.01086
513.05017	0.01097
513.05993	0.01109
513.0697	0.01124
513.07946	0.01146
513.08923	0.01175
513.09899	0.01207
513.10875	0.01244
513.11852	0.01286
513.12828	0.01337
513.13805	0.01396
513.14781	0.01465
513.15758	0.01543
513.16734	0.01633
513.1771	0.01735
513.18687	0.0185
513.19663	0.01982
513.2064	0.02137
513.21616	0.02321
513.22592	0.0254
513.23569	0.02804
513.24545	0.03127
513.25522	0.0353
513.26498	0.0404
513.27475	0.047
513.28451	0.05573
513.29427	0.06756
513.30404	0.08403
513.3138	0.10756
513.32357	0.14173
513.33333	0.19091
513.34309	0.25691
513.35286	0.32997
513.36262	0.38311
513.37239	0.38878
513.38215	0.34389
513.39192	0.27268
513.40168	0.20438
513.41144	0.15223
513.42121	0.11587
513.43097	0.09101
513.44074	0.07384
513.4505	0.06172
513.46026	0.05295
513.47003	0.04648
513.47979	0.04161
513.48956	0.03791
513.49932	0.03508
513.50909	0.03292
513.51885	0.03129
513.52861	0.03008
513.53838	0.02924
513.54814	0.02871
513.55791	0.02849
513.56767	0.02859
513.57743	0.02899
513.5872	0.02967
513.59696	0.03052
513.60673	0.03138
513.61649	0.0322
513.62626	0.0331
513.63602	0.03436
513.64578	0.03623
513.65555	0.03894
513.66531	0.04275
513.67508	0.04811
513.68484	0.05572
513.6946	0.06661
513.70437	0.08208
513.71413	0.10266
513.7239	0.12553
513.73366	0.14273
513.74343	0.14608
513.75319	0.13472
513.76295	0.11596
513.77272	0.09861
513.78248	0.08667
513.79225	0.08013
513.80201	0.07789
513.81177	0.07911
513.82154	0.08341
513.8313	0.09086
513.84107	0.10197
513.85083	0.11781
513.8606	0.14022
513.87036	0.1722
513.88012	0.21828
513.88989	0.28473
513.89965	0.37724
513.90942	0.49378
513.91918	0.61708
513.92895	0.71735
513.93871	0.76107
513.94847	0.72809
513.95824	0.62839
513.968	0.49772
513.97777	0.37573
513.98753	0.28184
513.99729	0.21555
514.00706	0.16973
514.01682	0.13776
514.02659	0.11503
514.03635	0.09852
514.04612	0.08634
514.05588	0.07726
514.06564	0.07049
514.07541	0.06551
514.08517	0.062
514.09494	0.05981
514.1047	0.05887
514.11446	0.05926
514.12423	0.0612
514.13399	0.06508
514.14376	0.07127
514.15352	0.07964
514.16329	0.08877
514.17305	0.09652
514.18281	0.10236
514.19258	0.10863
514.20234	0.1196
514.21211	0.13946
514.22187	0.17127
514.23163	0.21531
514.2414	0.26481
514.25116	0.3062
514.26093	0.33011
