510.57007	0.0372
510.57983	0.02911
510.5896	0.02169
510.59936	0.01672
510.60913	0.01383
510.61889	0.01232
510.62866	0.01174
510.63842	0.01184
510.64818	0.01253
510.65795	0.0138
510.66771	0.01576
510.67748	0.01861
510.68724	0.0227
510.697	0.02856
510.70677	0.03689
510.71653	0.04845
510.7263	0.06353
510.73606	0.0812
510.74583	0.09836
510.75559	0.10898
510.76535	0.1073
510.77512	0.09324
510.78488	0.073
510.79465	0.05413
510.80441	0.04007
510.81417	0.03049
510.82394	0.02407
510.8337	0.01974
510.84347	0.0168
510.85323	0.01485
510.863	0.01364
510.87276	0.013
510.88252	0.01287
510.89229	0.01321
510.90205	0.01406
510.91182	0.01556
510.92158	0.01793
510.93134	0.02133
510.94111	0.0257
510.95087	0.03041
510.96064	0.03436
510.9704	0.03686
510.98017	0.03853
510.98993	0.04131
510.99969	0.04767
511.00946	0.05947
511.01922	0.07595
511.02899	0.09088
511.03875	0.09549
511.04851	0.08639
511.05828	0.06871
511.06804	0.0508
511.07781	0.03696
511.08757	0.02721
511.09734	0.02043
511.1071	0.01575
511.11686	0.01254
511.12663	0.01028
511.13639	0.0086
511.14616	0.00727
511.15592	0.00616
511.16568	0.00526
511.17545	0.00455
511.18521	0.00398
511.19498	0.00352
511.20474	0.00315
511.21451	0.00285
511.22427	0.00262
511.23403	0.00246
511.2438	0.00236
511.25356	0.0023
511.26333	0.00231
511.27309	0.00241
511.28285	0.00267
511.29262	0.00308
511.30238	0.00358
511.31215	0.00401
511.32191	0.00418
511.33168	0.004
511.34144	0.00352
511.3512	0.00288
511.36097	0.00224
511.37073	0.00169
511.3805	0.00127
511.39026	9.60E-04
511.40002	7.50E-04
511.40979	6.08E-04
511.41955	5.32E-04
511.42932	5.05E-04
511.43908	5.09E-04
511.44885	5.16E-04
511.45861	5.13E-04
511.46837	4.97E-04
511.47814	5.09E-04
511.4879	5.62E-04
511.49767	6.50E-04
511.50743	7.73E-04
511.51719	9.14E-04
511.52696	0.00108
511.53672	0.00125
511.54649	0.00145
511.55625	0.00168
511.56602	0.00191
511.57578	0.00201
511.58554	0.00191
511.59531	0.00163
511.60507	0.00127
